# Force coefficients
# liftDir    : (0.000000e+00 1.000000e+00 0.000000e+00)
# dragDir    : (-1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis  : (0.000000e+00 0.000000e+00 1.000000e+00)
# magUInf    : 4.000000e+01
# lRef       : 1.000000e+00
# Aref       : 1.000000e+00
# CofR       : (2.500000e-01 0.000000e+00 0.000000e+00)
# Time       	Cm           	Cd           	Cl           	Cl(f)        	Cl(r)        
314          	2.755172e-01	1.068394e-02	1.582374e+00	1.066704e+00	5.156700e-01
315          	2.755060e-01	1.067419e-02	1.582304e+00	1.066658e+00	5.156461e-01
316          	2.754964e-01	1.066368e-02	1.582243e+00	1.066618e+00	5.156251e-01
317          	2.754887e-01	1.064374e-02	1.582191e+00	1.066584e+00	5.156068e-01
318          	2.754796e-01	1.063186e-02	1.582136e+00	1.066548e+00	5.155886e-01
319          	2.754692e-01	1.062269e-02	1.582080e+00	1.066509e+00	5.155710e-01
320          	2.754576e-01	1.061500e-02	1.582021e+00	1.066468e+00	5.155529e-01
321          	2.754456e-01	1.060708e-02	1.581959e+00	1.066425e+00	5.155339e-01
322          	2.754416e-01	1.060107e-02	1.581936e+00	1.066410e+00	5.155264e-01
323          	2.754299e-01	1.057691e-02	1.581864e+00	1.066362e+00	5.155020e-01
324          	2.754165e-01	1.056496e-02	1.581786e+00	1.066309e+00	5.154763e-01
325          	2.754066e-01	1.055883e-02	1.581732e+00	1.066273e+00	5.154596e-01
326          	2.754047e-01	1.055600e-02	1.581723e+00	1.066266e+00	5.154570e-01
327          	2.754016e-01	1.054266e-02	1.581706e+00	1.066254e+00	5.154513e-01
328          	2.753993e-01	1.053629e-02	1.581691e+00	1.066245e+00	5.154462e-01
329          	2.753973e-01	1.053115e-02	1.581676e+00	1.066235e+00	5.154407e-01
330          	2.753964e-01	1.052877e-02	1.581670e+00	1.066231e+00	5.154384e-01
331          	2.753926e-01	1.052399e-02	1.581640e+00	1.066213e+00	5.154276e-01
332          	2.753889e-01	1.051262e-02	1.581610e+00	1.066194e+00	5.154162e-01
333          	2.753875e-01	1.051070e-02	1.581600e+00	1.066188e+00	5.154128e-01
334          	2.753844e-01	1.050823e-02	1.581579e+00	1.066174e+00	5.154050e-01
335          	2.753827e-01	1.050752e-02	1.581567e+00	1.066166e+00	5.154006e-01
336          	2.753826e-01	1.050767e-02	1.581566e+00	1.066165e+00	5.154003e-01
337          	2.753839e-01	1.050773e-02	1.581568e+00	1.066168e+00	5.154000e-01
338          	2.753864e-01	1.050758e-02	1.581573e+00	1.066173e+00	5.154002e-01
339          	2.753893e-01	1.050580e-02	1.581578e+00	1.066178e+00	5.153998e-01
340          	2.753917e-01	1.050541e-02	1.581582e+00	1.066182e+00	5.153991e-01
341          	2.753934e-01	1.050728e-02	1.581583e+00	1.066185e+00	5.153982e-01
342          	2.753944e-01	1.051009e-02	1.581584e+00	1.066186e+00	5.153974e-01
343          	2.753949e-01	1.051492e-02	1.581584e+00	1.066187e+00	5.153969e-01
344          	2.753951e-01	1.051823e-02	1.581584e+00	1.066187e+00	5.153969e-01
345          	2.753953e-01	1.052347e-02	1.581586e+00	1.066188e+00	5.153977e-01
346          	2.753961e-01	1.052801e-02	1.581590e+00	1.066191e+00	5.153990e-01
347          	2.753973e-01	1.053040e-02	1.581595e+00	1.066195e+00	5.154002e-01
348          	2.753996e-01	1.053428e-02	1.581604e+00	1.066201e+00	5.154023e-01
349          	2.754020e-01	1.053693e-02	1.581613e+00	1.066209e+00	5.154046e-01
350          	2.754048e-01	1.053999e-02	1.581626e+00	1.066218e+00	5.154081e-01
351          	2.754075e-01	1.054600e-02	1.581641e+00	1.066228e+00	5.154131e-01
352          	2.754098e-01	1.054999e-02	1.581657e+00	1.066238e+00	5.154187e-01
353          	2.754112e-01	1.055557e-02	1.581670e+00	1.066246e+00	5.154237e-01
354          	2.754123e-01	1.055875e-02	1.581682e+00	1.066253e+00	5.154285e-01
355          	2.754137e-01	1.056147e-02	1.581693e+00	1.066260e+00	5.154329e-01
356          	2.754156e-01	1.056437e-02	1.581707e+00	1.066269e+00	5.154379e-01
357          	2.754178e-01	1.056987e-02	1.581722e+00	1.066279e+00	5.154433e-01
358          	2.754213e-01	1.057359e-02	1.581745e+00	1.066294e+00	5.154511e-01
359          	2.754251e-01	1.057630e-02	1.581769e+00	1.066310e+00	5.154594e-01
360          	2.754264e-01	1.057750e-02	1.581777e+00	1.066315e+00	5.154621e-01
361          	2.754308e-01	1.057974e-02	1.581807e+00	1.066334e+00	5.154725e-01
362          	2.754350e-01	1.058211e-02	1.581835e+00	1.066352e+00	5.154824e-01
363          	2.754361e-01	1.058343e-02	1.581843e+00	1.066357e+00	5.154852e-01
364          	2.754398e-01	1.058625e-02	1.581868e+00	1.066374e+00	5.154942e-01
365          	2.754432e-01	1.058852e-02	1.581890e+00	1.066388e+00	5.155020e-01
366          	2.754442e-01	1.058937e-02	1.581897e+00	1.066392e+00	5.155041e-01
367          	2.754475e-01	1.059056e-02	1.581916e+00	1.066406e+00	5.155106e-01
368          	2.754503e-01	1.059399e-02	1.581933e+00	1.066417e+00	5.155162e-01
369          	2.754532e-01	1.059424e-02	1.581949e+00	1.066428e+00	5.155213e-01
370          	2.754541e-01	1.059380e-02	1.581953e+00	1.066431e+00	5.155226e-01
371          	2.754566e-01	1.059231e-02	1.581965e+00	1.066439e+00	5.155259e-01
372          	2.754587e-01	1.059090e-02	1.581975e+00	1.066446e+00	5.155287e-01
373          	2.754603e-01	1.058996e-02	1.581982e+00	1.066451e+00	5.155308e-01
374          	2.754612e-01	1.058945e-02	1.581987e+00	1.066455e+00	5.155322e-01
375          	2.754614e-01	1.058912e-02	1.581988e+00	1.066456e+00	5.155327e-01
376          	2.754612e-01	1.058868e-02	1.581987e+00	1.066455e+00	5.155323e-01
377          	2.754606e-01	1.058795e-02	1.581983e+00	1.066452e+00	5.155310e-01
378          	2.754598e-01	1.058688e-02	1.581978e+00	1.066449e+00	5.155290e-01
379          	2.754589e-01	1.058547e-02	1.581971e+00	1.066444e+00	5.155263e-01
380          	2.754580e-01	1.058381e-02	1.581963e+00	1.066439e+00	5.155234e-01
381          	2.754570e-01	1.058197e-02	1.581955e+00	1.066434e+00	5.155203e-01
382          	2.754558e-01	1.058005e-02	1.581946e+00	1.066429e+00	5.155173e-01
383          	2.754544e-01	1.057699e-02	1.581937e+00	1.066423e+00	5.155140e-01
384          	2.754529e-01	1.057508e-02	1.581927e+00	1.066417e+00	5.155108e-01
385          	2.754511e-01	1.057353e-02	1.581917e+00	1.066410e+00	5.155076e-01
386          	2.754493e-01	1.057212e-02	1.581907e+00	1.066403e+00	5.155041e-01
387          	2.754474e-01	1.057060e-02	1.581896e+00	1.066395e+00	5.155004e-01
388          	2.754459e-01	1.056740e-02	1.581886e+00	1.066389e+00	5.154969e-01
389          	2.754441e-01	1.056548e-02	1.581874e+00	1.066381e+00	5.154931e-01
390          	2.754423e-01	1.056405e-02	1.581864e+00	1.066374e+00	5.154896e-01
391          	2.754406e-01	1.056290e-02	1.581854e+00	1.066368e+00	5.154866e-01
392          	2.754393e-01	1.056019e-02	1.581847e+00	1.066363e+00	5.154841e-01
393          	2.754378e-01	1.055876e-02	1.581838e+00	1.066357e+00	5.154814e-01
394          	2.754364e-01	1.055764e-02	1.581831e+00	1.066352e+00	5.154789e-01
395          	2.754360e-01	1.055701e-02	1.581828e+00	1.066350e+00	5.154780e-01
396          	2.754344e-01	1.055588e-02	1.581819e+00	1.066344e+00	5.154748e-01
397          	2.754331e-01	1.055324e-02	1.581810e+00	1.066338e+00	5.154719e-01
398          	2.754319e-01	1.055215e-02	1.581803e+00	1.066333e+00	5.154695e-01
399          	2.754316e-01	1.055186e-02	1.581801e+00	1.066332e+00	5.154690e-01
400          	2.754310e-01	1.055158e-02	1.581798e+00	1.066330e+00	5.154680e-01
401          	2.754307e-01	1.055135e-02	1.581796e+00	1.066329e+00	5.154672e-01
402          	2.754306e-01	1.055023e-02	1.581794e+00	1.066328e+00	5.154664e-01
403          	2.754306e-01	1.055011e-02	1.581794e+00	1.066327e+00	5.154662e-01
404          	2.754307e-01	1.054987e-02	1.581792e+00	1.066327e+00	5.154655e-01
405          	2.754306e-01	1.054989e-02	1.581791e+00	1.066326e+00	5.154648e-01
406          	2.754306e-01	1.055011e-02	1.581789e+00	1.066325e+00	5.154641e-01
407          	2.754305e-01	1.055031e-02	1.581789e+00	1.066325e+00	5.154640e-01
408          	2.754305e-01	1.055067e-02	1.581788e+00	1.066325e+00	5.154637e-01
409          	2.754306e-01	1.055103e-02	1.581789e+00	1.066325e+00	5.154637e-01
410          	2.754309e-01	1.055142e-02	1.581790e+00	1.066326e+00	5.154638e-01
411          	2.754314e-01	1.055185e-02	1.581791e+00	1.066327e+00	5.154642e-01
412          	2.754320e-01	1.055261e-02	1.581794e+00	1.066329e+00	5.154648e-01
413          	2.754325e-01	1.055314e-02	1.581796e+00	1.066330e+00	5.154653e-01
414          	2.754330e-01	1.055409e-02	1.581798e+00	1.066332e+00	5.154660e-01
